,X,TrialId,Prime,AOI1,AOI2,FirstFixation,FirstFixationTime,PrimeWord,PrimeNasal,PrimeVoiced,CompetitorWord,CompetitorNasal,CompetitorVoiced,PrimeTime,CompetitorNas,Subject
242,31,31,lend_early,led,lend,118,393.3333333,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
243,32,32,send_late,sent,send,110,366.6666667,send,TRUE,TRUE,sent,TRUE,FALSE,late,Nasal,2
244,33,33,bend_late,bed,bend,225,750,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
245,34,34,lent_early,lent,lend,139,463.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
246,35,35,lent_late,lent,lend,174,580,lent,TRUE,FALSE,lend,TRUE,TRUE,late,Nasal,2
247,36,36,let,let,lent,152,506.6666667,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
248,37,37,send_early,sent,send,178,593.3333333,send,TRUE,TRUE,sent,TRUE,FALSE,early,Nasal,2
249,38,38,bent_late,bent,bend,176,586.6666667,bent,TRUE,FALSE,bend,TRUE,TRUE,late,Nasal,2
250,39,39,set,sent,set,194,646.6666667,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
251,40,40,set,set,sent,197,656.6666667,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
252,41,41,lend_late,led,lend,192,640,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
253,42,42,send_early,said,send,254,846.6666667,send,TRUE,TRUE,said,FALSE,TRUE,early,Oral,2
254,43,43,send_late,send,sent,170,566.6666667,send,TRUE,TRUE,sent,TRUE,FALSE,late,Nasal,2
255,44,44,bend_early,bend,bent,185,616.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
256,45,45,lent_late,lent,let,236,786.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,late,Oral,2
257,46,46,lend_late,lend,lent,185,616.6666667,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
258,47,47,sent_late,sent,set,266,886.6666667,sent,TRUE,FALSE,set,FALSE,FALSE,late,Oral,2
259,48,48,bent_late,bet,bent,153,510,bent,TRUE,FALSE,bet,FALSE,FALSE,late,Oral,2
260,49,49,said,send,said,187,623.3333333,said,FALSE,TRUE,send,TRUE,TRUE,NA,Nasal,2
261,50,50,led,let,led,174,580,led,FALSE,TRUE,let,FALSE,FALSE,NA,Oral,2
262,51,51,lend_early,lend,led,218,726.6666667,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
263,52,52,bend_late,bend,bed,156,520,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
264,53,53,lent_early,let,lent,98,326.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
265,54,54,lend_late,lent,lend,202,673.3333333,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
266,55,55,set,said,set,203,676.6666667,set,FALSE,FALSE,said,FALSE,TRUE,NA,Oral,2
267,56,56,led,led,lend,232,773.3333333,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
268,57,57,led,lend,led,163,543.3333333,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
269,58,58,bed,bed,bend,222,740,bed,FALSE,TRUE,bend,TRUE,TRUE,NA,Nasal,2
270,59,59,let,let,led,193,643.3333333,let,FALSE,FALSE,led,FALSE,TRUE,NA,Oral,2
271,60,60,bend_early,bent,bend,182,606.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
272,61,61,lent_early,lent,let,149,496.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
273,62,62,bend_late,bent,bend,134,446.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
274,63,63,sent_late,send,sent,184,613.3333333,sent,TRUE,FALSE,send,TRUE,TRUE,late,Nasal,2
275,64,64,lent_early,lend,lent,179,596.6666667,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
276,65,65,let,lent,let,166,553.3333333,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
277,66,66,lend_early,lent,lend,115,383.3333333,lend,TRUE,TRUE,lent,TRUE,FALSE,early,Nasal,2
278,67,67,bend_early,bed,bend,140,466.6666667,bend,TRUE,TRUE,bed,FALSE,TRUE,early,Oral,2
279,68,68,said,said,set,167,556.6666667,said,FALSE,TRUE,set,FALSE,FALSE,NA,Oral,2
280,69,69,led,led,let,187,623.3333333,led,FALSE,TRUE,let,FALSE,FALSE,NA,Oral,2
281,70,70,bend_late,bend,bent,183,610,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
282,71,71,bed,bed,bet,168,560,bed,FALSE,TRUE,bet,FALSE,FALSE,NA,Oral,2
283,72,72,lend_late,lend,led,226,753.3333333,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
284,73,73,bet,bent,bet,141,470,bet,FALSE,FALSE,bent,TRUE,FALSE,NA,Nasal,2
285,74,74,led,let,led,203,676.6666667,led,FALSE,TRUE,let,FALSE,FALSE,NA,Oral,2
286,75,75,lend_early,led,lend,193,643.3333333,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
287,76,76,send_early,send,sent,217,723.3333333,send,TRUE,TRUE,sent,TRUE,FALSE,early,Nasal,2
288,77,77,bent_early,bet,bent,177,590,bent,TRUE,FALSE,bet,FALSE,FALSE,early,Oral,2
289,78,78,send_early,said,send,185,616.6666667,send,TRUE,TRUE,said,FALSE,TRUE,early,Oral,2
290,79,79,lent_late,lend,lent,169,563.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,late,Nasal,2
291,80,80,bent_early,bend,bent,98,326.6666667,bent,TRUE,FALSE,bend,TRUE,TRUE,early,Nasal,2
292,81,81,sent_late,set,sent,216,720,sent,TRUE,FALSE,set,FALSE,FALSE,late,Oral,2
293,82,82,bend_late,bed,bend,165,550,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
294,83,83,bend_late,bent,bend,197,656.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
295,84,84,sent_early,sent,set,185,616.6666667,sent,TRUE,FALSE,set,FALSE,FALSE,early,Oral,2
296,85,85,bent_early,bent,bend,168,560,bent,TRUE,FALSE,bend,TRUE,TRUE,early,Nasal,2
297,86,86,said,set,said,216,720,said,FALSE,TRUE,set,FALSE,FALSE,NA,Oral,2
298,87,88,said,send,said,182,606.6666667,said,FALSE,TRUE,send,TRUE,TRUE,NA,Nasal,2
299,88,89,bent_late,bent,bend,215,716.6666667,bent,TRUE,FALSE,bend,TRUE,TRUE,late,Nasal,2
300,89,90,let,lent,let,272,906.6666667,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
301,90,91,set,said,set,209,696.6666667,set,FALSE,FALSE,said,FALSE,TRUE,NA,Oral,2
302,91,92,lend_late,lent,lend,172,573.3333333,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
303,92,93,said,said,set,201,670,said,FALSE,TRUE,set,FALSE,FALSE,NA,Oral,2
304,93,94,send_early,send,said,197,656.6666667,send,TRUE,TRUE,said,FALSE,TRUE,early,Oral,2
305,94,95,led,led,lend,212,706.6666667,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
306,95,96,lent_early,lent,let,206,686.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
307,96,97,send_late,send,said,198,660,send,TRUE,TRUE,said,FALSE,TRUE,late,Oral,2
308,97,98,lent_late,lent,let,177,590,lent,TRUE,FALSE,let,FALSE,FALSE,late,Oral,2
309,98,99,bend_early,bed,bend,182,606.6666667,bend,TRUE,TRUE,bed,FALSE,TRUE,early,Oral,2
310,99,100,bed,bed,bet,218,726.6666667,bed,FALSE,TRUE,bet,FALSE,FALSE,NA,Oral,2
311,100,101,led,lend,led,160,533.3333333,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
312,101,103,let,let,lent,221,736.6666667,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
313,102,104,sent_early,send,sent,213,710,sent,TRUE,FALSE,send,TRUE,TRUE,early,Nasal,2
314,103,105,sent_late,sent,set,190,633.3333333,sent,TRUE,FALSE,set,FALSE,FALSE,late,Oral,2
315,104,106,bed,bet,bed,164,546.6666667,bed,FALSE,TRUE,bet,FALSE,FALSE,NA,Oral,2
316,105,107,send_late,sent,send,193,643.3333333,send,TRUE,TRUE,sent,TRUE,FALSE,late,Nasal,2
317,106,108,lent_early,lent,lend,184,613.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
318,107,109,lent_early,let,lent,153,510,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
319,108,110,set,sent,set,189,630,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
320,109,111,bend_late,bend,bent,236,786.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
321,110,112,said,said,send,180,600,said,FALSE,TRUE,send,TRUE,TRUE,NA,Nasal,2
322,111,113,sent_late,sent,send,243,810,sent,TRUE,FALSE,send,TRUE,TRUE,late,Nasal,2
323,112,114,sent_late,send,sent,148,493.3333333,sent,TRUE,FALSE,send,TRUE,TRUE,late,Nasal,2
324,113,115,lent_early,lend,lent,151,503.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
325,114,116,lend_late,lend,lent,267,890,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
326,115,117,set,set,sent,214,713.3333333,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
327,116,118,sent_early,set,sent,217,723.3333333,sent,TRUE,FALSE,set,FALSE,FALSE,early,Oral,2
328,117,119,bent_late,bend,bent,230,766.6666667,bent,TRUE,FALSE,bend,TRUE,TRUE,late,Nasal,2
329,118,120,bend_early,bent,bend,164,546.6666667,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
330,119,121,lend_early,lent,lend,195,650,lend,TRUE,TRUE,lent,TRUE,FALSE,early,Nasal,2
331,120,122,bet,bet,bed,154,513.3333333,bet,FALSE,FALSE,bed,FALSE,TRUE,NA,Oral,2
332,121,123,bent_early,bent,bet,160,533.3333333,bent,TRUE,FALSE,bet,FALSE,FALSE,early,Oral,2
333,122,124,bed,bed,bend,166,553.3333333,bed,FALSE,TRUE,bend,TRUE,TRUE,NA,Nasal,2
334,123,125,bend_early,bend,bent,225,750,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
335,124,126,lend_late,led,lend,212,706.6666667,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
336,125,127,led,led,let,197,656.6666667,led,FALSE,TRUE,let,FALSE,FALSE,NA,Oral,2
337,126,128,lent_late,let,lent,182,606.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,late,Oral,2
338,127,129,let,let,led,202,673.3333333,let,FALSE,FALSE,led,FALSE,TRUE,NA,Oral,2
339,128,130,send_late,said,send,189,630,send,TRUE,TRUE,said,FALSE,TRUE,late,Oral,2
340,129,131,bent_late,bent,bet,184,613.3333333,bent,TRUE,FALSE,bet,FALSE,FALSE,late,Oral,2
341,130,132,lend_early,lend,lent,268,893.3333333,lend,TRUE,TRUE,lent,TRUE,FALSE,early,Nasal,2
342,131,133,lend_late,lend,led,231,770,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
343,132,134,send_late,send,sent,239,796.6666667,send,TRUE,TRUE,sent,TRUE,FALSE,late,Nasal,2
344,133,135,set,set,said,185,616.6666667,set,FALSE,FALSE,said,FALSE,TRUE,NA,Oral,2
345,134,136,lend_early,lend,led,216,720,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
346,135,137,bet,bed,bet,223,743.3333333,bet,FALSE,FALSE,bed,FALSE,TRUE,NA,Oral,2
347,136,138,bend_early,bend,bed,197,656.6666667,bend,TRUE,TRUE,bed,FALSE,TRUE,early,Oral,2
348,137,139,bed,bend,bed,111,370,bed,FALSE,TRUE,bend,TRUE,TRUE,NA,Nasal,2
349,138,140,bent_late,bet,bent,176,586.6666667,bent,TRUE,FALSE,bet,FALSE,FALSE,late,Oral,2
350,139,141,bend_late,bend,bed,194,646.6666667,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
351,140,142,send_early,sent,send,219,730,send,TRUE,TRUE,sent,TRUE,FALSE,early,Nasal,2
352,141,143,lent_late,lent,lend,179,596.6666667,lent,TRUE,FALSE,lend,TRUE,TRUE,late,Nasal,2
353,142,144,bet,bet,bent,219,730,bet,FALSE,FALSE,bent,TRUE,FALSE,NA,Nasal,2
354,143,145,lend_late,lent,lend,185,616.6666667,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
355,144,146,set,set,said,256,853.3333333,set,FALSE,FALSE,said,FALSE,TRUE,NA,Oral,2
356,145,147,bed,bed,bend,191,636.6666667,bed,FALSE,TRUE,bend,TRUE,TRUE,NA,Nasal,2
357,146,148,lent_late,lent,lend,203,676.6666667,lent,TRUE,FALSE,lend,TRUE,TRUE,late,Nasal,2
358,147,149,bed,bend,bed,138,460,bed,FALSE,TRUE,bend,TRUE,TRUE,NA,Nasal,2
359,148,150,lent_late,lent,let,194,646.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,late,Oral,2
360,149,151,bet,bet,bed,188,626.6666667,bet,FALSE,FALSE,bed,FALSE,TRUE,NA,Oral,2
361,150,152,bent_early,bend,bent,164,546.6666667,bent,TRUE,FALSE,bend,TRUE,TRUE,early,Nasal,2
362,151,153,bed,bed,bet,178,593.3333333,bed,FALSE,TRUE,bet,FALSE,FALSE,NA,Oral,2
363,152,154,lend_late,lend,led,214,713.3333333,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
364,153,155,send_early,send,sent,192,640,send,TRUE,TRUE,sent,TRUE,FALSE,early,Nasal,2
365,154,156,sent_late,sent,set,195,650,sent,TRUE,FALSE,set,FALSE,FALSE,late,Oral,2
366,155,157,send_early,said,send,197,656.6666667,send,TRUE,TRUE,said,FALSE,TRUE,early,Oral,2
367,156,158,said,said,send,205,683.3333333,said,FALSE,TRUE,send,TRUE,TRUE,NA,Nasal,2
368,157,159,sent_late,send,sent,208,693.3333333,sent,TRUE,FALSE,send,TRUE,TRUE,late,Nasal,2
369,158,160,sent_early,sent,set,197,656.6666667,sent,TRUE,FALSE,set,FALSE,FALSE,early,Oral,2
370,159,161,bent_late,bend,bent,199,663.3333333,bent,TRUE,FALSE,bend,TRUE,TRUE,late,Nasal,2
371,160,162,lent_early,let,lent,104,346.6666667,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
372,161,163,bend_late,bed,bend,163,543.3333333,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
373,162,164,bend_early,bent,bend,201,670,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
374,163,165,bed,bet,bed,177,590,bed,FALSE,TRUE,bet,FALSE,FALSE,NA,Oral,2
375,164,166,bend_late,bend,bed,171,570,bend,TRUE,TRUE,bed,FALSE,TRUE,late,Oral,2
376,165,167,said,send,said,196,653.3333333,said,FALSE,TRUE,send,TRUE,TRUE,NA,Nasal,2
377,166,169,bend_early,bed,bend,144,480,bend,TRUE,TRUE,bed,FALSE,TRUE,early,Oral,2
378,167,170,bend_early,bend,bed,181,603.3333333,bend,TRUE,TRUE,bed,FALSE,TRUE,early,Oral,2
379,168,171,bend_early,bend,bent,192,640,bend,TRUE,TRUE,bent,TRUE,FALSE,early,Nasal,2
380,169,172,send_early,send,said,211,703.3333333,send,TRUE,TRUE,said,FALSE,TRUE,early,Oral,2
381,170,173,lent_late,lend,lent,190,633.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,late,Nasal,2
382,171,174,sent_early,sent,send,197,656.6666667,sent,TRUE,FALSE,send,TRUE,TRUE,early,Nasal,2
383,172,175,bend_late,bent,bend,201,670,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
384,173,176,bet,bed,bet,143,476.6666667,bet,FALSE,FALSE,bed,FALSE,TRUE,NA,Oral,2
385,174,177,send_late,sent,send,109,363.3333333,send,TRUE,TRUE,sent,TRUE,FALSE,late,Nasal,2
386,175,178,bend_late,bend,bent,187,623.3333333,bend,TRUE,TRUE,bent,TRUE,FALSE,late,Nasal,2
387,176,179,let,let,lent,150,500,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
388,177,180,set,sent,set,175,583.3333333,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
389,178,181,bent_early,bent,bet,123,410,bent,TRUE,FALSE,bet,FALSE,FALSE,early,Oral,2
390,179,182,bet,bet,bent,204,680,bet,FALSE,FALSE,bent,TRUE,FALSE,NA,Nasal,2
391,180,183,send_early,sent,send,129,430,send,TRUE,TRUE,sent,TRUE,FALSE,early,Nasal,2
392,181,184,bent_early,bent,bend,153,510,bent,TRUE,FALSE,bend,TRUE,TRUE,early,Nasal,2
393,182,185,lend_late,led,lend,292,973.3333333,lend,TRUE,TRUE,led,FALSE,TRUE,late,Oral,2
394,183,186,said,set,said,207,690,said,FALSE,TRUE,set,FALSE,FALSE,NA,Oral,2
395,184,187,sent_early,set,sent,253,843.3333333,sent,TRUE,FALSE,set,FALSE,FALSE,early,Oral,2
396,185,188,lent_early,lent,let,174,580,lent,TRUE,FALSE,let,FALSE,FALSE,early,Oral,2
397,186,189,let,let,led,192,640,let,FALSE,FALSE,led,FALSE,TRUE,NA,Oral,2
398,187,190,set,set,sent,205,683.3333333,set,FALSE,FALSE,sent,TRUE,FALSE,NA,Nasal,2
399,188,191,sent_late,set,sent,220,733.3333333,sent,TRUE,FALSE,set,FALSE,FALSE,late,Oral,2
400,189,192,lend_late,lend,lent,221,736.6666667,lend,TRUE,TRUE,lent,TRUE,FALSE,late,Nasal,2
401,190,193,set,said,set,189,630,set,FALSE,FALSE,said,FALSE,TRUE,NA,Oral,2
402,191,194,let,led,let,169,563.3333333,let,FALSE,FALSE,led,FALSE,TRUE,NA,Oral,2
403,192,195,sent_early,send,sent,193,643.3333333,sent,TRUE,FALSE,send,TRUE,TRUE,early,Nasal,2
404,193,197,lend_early,lend,lent,244,813.3333333,lend,TRUE,TRUE,lent,TRUE,FALSE,early,Nasal,2
405,194,198,bent_late,bet,bent,124,413.3333333,bent,TRUE,FALSE,bet,FALSE,FALSE,late,Oral,2
406,195,199,bent_late,bent,bend,195,650,bent,TRUE,FALSE,bend,TRUE,TRUE,late,Nasal,2
407,196,200,led,led,lend,218,726.6666667,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
408,197,201,lent_early,lend,lent,186,620,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
409,198,202,led,lend,led,168,560,led,FALSE,TRUE,lend,TRUE,TRUE,NA,Nasal,2
410,199,203,bent_early,bet,bent,139,463.3333333,bent,TRUE,FALSE,bet,FALSE,FALSE,early,Oral,2
411,200,204,lent_late,let,lent,186,620,lent,TRUE,FALSE,let,FALSE,FALSE,late,Oral,2
412,201,205,lend_early,led,lend,155,516.6666667,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
413,202,206,let,lent,let,160,533.3333333,let,FALSE,FALSE,lent,TRUE,FALSE,NA,Nasal,2
414,203,207,send_late,said,send,226,753.3333333,send,TRUE,TRUE,said,FALSE,TRUE,late,Oral,2
415,204,208,lent_early,lent,lend,187,623.3333333,lent,TRUE,FALSE,lend,TRUE,TRUE,early,Nasal,2
416,205,210,led,let,led,205,683.3333333,led,FALSE,TRUE,let,FALSE,FALSE,NA,Oral,2
417,206,211,sent_late,sent,send,217,723.3333333,sent,TRUE,FALSE,send,TRUE,TRUE,late,Nasal,2
418,207,212,lend_early,lend,led,158,526.6666667,lend,TRUE,TRUE,led,FALSE,TRUE,early,Oral,2
419,208,213,said,said,set,175,583.3333333,said,FALSE,TRUE,set,FALSE,FALSE,NA,Oral,2
420,209,214,lend_early,lent,lend,146,486.6666667,lend,TRUE,TRUE,lent,TRUE,FALSE,early,Nasal,2
421,210,215,send_late,send,said,123,410,send,TRUE,TRUE,said,FALSE,TRUE,late,Oral,2
422,211,216,bet,bent,bet,137,456.6666667,bet,FALSE,FALSE,bent,TRUE,FALSE,NA,Nasal,2
